MESS_DATUM,STATIONS_ID,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor,MeanTemp,Max,Min
20171217,1262,10,9.8,4.7,3,0.0,7,0.017,2,8.0,5.4,968.56,0.1,86.79,1.1,-1.0,-2.4,eor,4.3,4.7,4.1
20171218,1262,10,6.5,2.2,3,0.0,7,0.0,0,7.7,4.7,971.23,-0.5,80.63,0.6,-1.9,-3.1,eor,4.2,4.5,4.1
20171219,1262,10,5.1,1.8,3,0.1,8,0.583,0,7.6,5.2,978.19,-0.2,86.5,1.7,-2.4,-2.3,eor,4.3,4.8,3.9
20171220,1262,10,6.2,2.3,3,0.1,8,0.0,0,8.0,5.9,980.18,1.3,88.88,2.5,-0.1,-0.1,eor,4.8,5.5,4.2
20171221,1262,10,9.8,5.3,3,3.3,8,0.0,0,8.0,6.6,980.91,2.5,89.54,4.4,0.8,0.1,eor,4.9,5.2,4.6
20171222,1262,10,8.2,3.9,3,0.3,6,0.0,0,7.8,8.2,980.17,4.9,93.75,6.0,2.9,0.4,eor,4.8,5.1,4.6
20171223,1262,10,11.7,5.5,3,0.0,0,0.6829999999999999,0,7.4,8.2,980.09,5.9,87.5,8.1,2.6,0.8,eor,4.6,5.3,4.3
20171224,1262,10,13.2,4.8,3,0.0,0,2.05,0,7.6,6.9,975.94,3.7,86.04,5.5,1.0,-0.3,eor,4.6,4.8,4.4
20171225,1262,10,6.2,2.3,3,0.0,0,0.05,0,7.6,5.5,968.45,-0.7,94.54,1.8,-3.1,-3.6,eor,4.1,4.4,4.0
20171226,1262,10,13.7,2.4,3,0.0,0,6.483,0,5.0,5.3,957.07,0.2,86.0,9.3,-4.9,-6.6,eor,3.7,4.0,3.4
20171227,1262,10,9.3,2.3,3,4.8,8,0.9670000000000001,0,6.8,5.3,939.5,-0.5,90.08,2.0,-3.5,-6.0,eor,3.8,4.2,3.5
20171228,1262,10,14.6,6.4,3,1.8,7,0.0,0,8.0,5.8,945.83,0.8,89.25,1.7,-0.9,-1.8,eor,3.9,4.1,3.7
20171229,1262,10,14.1,4.7,3,2.6,8,5.317,0,6.1,4.2,957.48,-0.8,73.96,2.1,-2.4,-4.5,eor,3.4,3.7,3.3
20171230,1262,10,21.4,6.9,3,2.8,8,0.067,0,7.6,7.3,956.16,4.5,83.96,10.7,0.8,-2.0,eor,3.5,4.0,3.1
20171231,1262,10,22.1,8.6,3,0.0,6,4.217,0,5.4,8.2,959.11,9.4,69.13,12.9,0.0,-2.7,eor,4.5,4.8,4.0
20180101,1262,10,18.5,5.6,3,0.4,6,2.3,0,6.1,6.2,956.15,4.8,72.25,7.4,1.4,-2.7,eor,4.1,4.4,3.9
20180102,1262,10,19.9,7.8,3,2.7,8,0.133,0,7.2,6.3,960.25,3.9,78.0,7.0,1.5,-1.4,eor,4.1,4.4,3.9
20180103,1262,10,29.7,8.9,3,8.0,6,0.217,0,7.6,6.8,951.06,5.0,77.79,13.9,2.1,1.2,eor,4.1,4.4,4.0
20180104,1262,10,22.3,7.8,3,24.9,6,0.0,0,7.3,8.3,950.23,6.3,84.67,11.4,4.1,2.8,eor,4.1,4.6,3.9
20180105,1262,10,21.1,5.6,3,5.3,6,1.083,0,7.4,9.0,951.48,8.8,79.42,11.8,4.1,1.0,eor,4.7,5.2,4.4
20180106,1262,10,6.7,2.1,3,0.0,0,6.7170000000000005,0,6.0,8.5,955.85,6.2,90.0,10.0,2.5,-0.1,eor,5,5.1,4.6
20180107,1262,10,9.9,3.3,3,0.0,0,0.0,0,8.0,7.5,964.85,3.5,95.33,6.7,1.0,1.3,eor,4.3,4.6,4.2
20180108,1262,10,12.9,6.5,3,0.0,0,0.0,0,8.0,7.7,968.15,5.1,87.75,6.2,3.8,3.8,eor,4.6,4.8,4.4
20180109,1262,10,11.7,3.9,3,0.0,0,3.4,0,6.2,7.1,961.2,5.4,80.25,12.5,-1.2,-2.6,eor,4.6,4.9,4.4
20180110,1262,10,4.6,1.7,3,0.0,0,6.382999999999999,0,6.0,6.8,960.41,2.9,90.29,8.5,-0.9,-3.1,eor,4.3,4.6,4.1
20180111,1262,10,4.8,1.8,3,0.0,6,0.0,0,8.0,6.7,963.15,1.8,95.83,3.5,0.0,0.3,eor,4.4,4.9,3.9
20180112,1262,10,5.1,1.8,3,0.0,6,0.95,0,7.8,6.4,970.87,2.8,85.88,4.4,1.9,1.8,eor,4.7,5.1,4.3
20180113,1262,10,9.3,4.2,3,0.0,8,0.0,0,8.0,6.0,970.63,1.7,87.04,2.9,-0.2,-0.3,eor,4.5,4.7,4.3
20180114,1262,10,6.7,2.3,3,0.0,8,0.017,0,8.0,5.4,968.25,0.1,87.96,1.4,-0.6,-0.9,eor,4.3,4.4,4.2
20180115,1262,10,9.9,2.3,3,1.2,8,2.8169999999999997,0,7.0,5.4,963.75,0.3,86.29,4.1,-2.8,-4.5,eor,4.1,4.3,3.9
20180116,1262,10,24.0,7.8,3,8.9,8,0.767,0,7.5,6.8,948.14,4.9,78.92,8.8,0.6,0.1,eor,4.3,4.6,4.0
20180117,1262,10,19.9,8.0,3,2.6,8,1.85,0,7.1,5.7,951.28,1.5,82.67,3.6,-0.2,-1.2,eor,4.1,4.6,3.4
20180118,1262,10,27.6,11.3,3,4.0,8,1.7830000000000001,0,7.4,6.5,953.66,4.3,78.67,8.9,0.0,-0.6,eor,3.6,4.3,3.1
20180119,1262,10,18.3,6.0,3,1.8,8,4.183,0,6.5,6.0,957.04,3.0,79.42,5.7,-0.5,-2.4,eor,4.2,4.4,3.4
20180120,1262,10,16.5,4.9,3,5.6,8,1.1,0,7.6,5.9,954.99,1.5,86.17,3.5,0.0,-0.3,eor,3.7,4.0,3.3
20180121,1262,10,14.4,4.7,3,2.5,8,0.7170000000000001,0,6.6,5.4,958.74,0.2,86.71,1.7,-4.6,-6.5,eor,3.7,3.9,3.4
20180122,1262,10,5.5,2.2,3,7.1,8,0.0,4,8.0,6.2,959.56,0.7,94.33,4.8,-3.4,-3.9,eor,3.4,3.8,3.0
20180123,1262,10,8.2,3.4,3,0.0,6,0.0,0,7.7,6.8,971.88,3.8,85.0,5.5,0.1,-2.8,eor,3.6,3.9,3.3
20180124,1262,10,5.5,2.0,3,0.0,0,6.4670000000000005,0,6.9,6.6,971.17,5.2,75.38,11.8,-1.8,-3.4,eor,4,4.3,3.5
20180125,1262,10,6.2,1.0,3,0.0,0,5.382999999999999,0,7.0,6.5,965.21,4.2,80.75,13.0,-2.1,-4.1,eor,4.3,4.5,4.1
20180126,1262,10,6.0,1.6,3,0.0,0,4.833,0,6.8,6.2,964.89,1.7,89.58,6.3,-1.4,-3.1,eor,4.3,4.6,4.1
20180127,1262,10,3.6,1.4,3,0.0,0,0.0,0,8.0,6.7,976.82,2.3,92.63,4.1,-0.6,-1.4,eor,4.4,4.7,4.2
20180128,1262,10,11.5,5.0,3,0.2,6,0.317,0,7.1,7.5,980.75,6.3,78.38,9.3,3.4,1.6,eor,4.9,5.3,4.6
20180129,1262,10,15.4,4.6,3,0.0,6,6.1,0,5.3,7.9,976.89,6.7,80.17,11.5,1.1,-1.0,eor,5,5.5,4.7
20180130,1262,10,14.9,3.9,3,0.2,6,0.083,0,7.1,7.5,975.22,4.9,86.54,7.5,-0.8,-2.5,eor,5,5.3,4.7
20180131,1262,10,11.3,3.4,3,1.2,6,5.483,0,6.5,6.9,962.31,7.0,70.71,11.1,2.4,2.1,eor,5.2,5.5,4.9
20180201,1262,10,14.2,4.6,3,4.8,8,0.0,0,8.0,6.6,952.11,3.2,86.17,7.3,0.3,-0.3,eor,4.9,5.5,4.6
20180202,1262,10,11.8,4.3,3,0.1,7,4.2330000000000005,0,7.0,5.0,954.78,1.8,72.83,4.5,-0.4,-1.8,eor,4.3,4.5,4.1
20180203,1262,10,7.2,3.0,3,0.2,7,0.033,0,7.8,5.3,954.05,1.0,80.83,2.6,-0.8,-1.6,eor,4,4.3,3.9
20180204,1262,10,6.2,1.8,3,0.1,7,0.667,0,6.2,5.3,961.67,-0.5,90.17,2.0,-4.2,-6.5,eor,3.9,4.0,3.7
20180205,1262,10,12.5,3.9,3,0.0,0,6.9,0,4.3,4.5,967.6,-1.1,81.04,1.9,-3.8,-4.9,eor,4,4.2,3.7
20180206,1262,10,7.9,3.1,3,0.0,0,6.733,0,6.1,4.2,960.1,-1.7,78.04,2.2,-4.2,-7.1,eor,3.7,4.3,3.2
20180207,1262,10,5.3,1.7,3,4.2,7,0.0,0,7.8,4.7,958.2,-2.0,89.21,-1.0,-4.3,-7.1,eor,3.5,3.8,3.2
20180208,1262,10,3.4,1.5,3,0.3,7,0.0,7,8.0,4.9,964.32,-1.3,88.42,-0.1,-2.4,-2.8,eor,3.6,4.4,3.1
20180209,1262,10,5.5,1.4,3,0.0,0,0.0,5,7.9,4.7,963.19,-0.9,82.79,0.6,-2.4,-3.6,eor,3.9,4.2,3.7
20180210,1262,10,5.1,1.8,3,0.0,7,0.0,2,8.0,4.9,963.36,-0.2,81.25,1.7,-3.8,-8.1,eor,3.9,4.2,3.6
20180211,1262,10,10.3,3.5,3,1.5,8,2.1830000000000003,0,7.0,5.3,956.84,0.2,84.92,3.1,-7.0,-10.6,eor,4,4.3,3.7
20180212,1262,10,11.1,3.8,3,0.0,7,2.367,0,6.8,5.0,960.79,0.7,78.38,3.2,-2.1,-3.4,eor,4.2,4.6,4.0
20180213,1262,10,8.6,2.2,3,0.0,0,7.7170000000000005,0,3.0,4.0,962.61,-2.1,77.75,1.6,-6.3,-8.3,eor,3.7,4.0,3.4
20180214,1262,10,5.7,1.5,3,0.0,7,7.85,0,1.0,3.7,964.12,-4.1,82.04,1.1,-9.5,-11.3,eor,3.1,3.5,2.7
20180215,1262,10,6.2,2.0,3,6.9,8,0.017,0,6.6,4.3,966.17,-2.7,83.96,1.0,-8.3,-11.2,eor,2.6,3.4,2.1
20180216,1262,10,5.1,2.0,3,1.4,6,0.0,0,7.8,6.9,971.21,2.3,94.79,5.0,0.2,-1.3,eor,3.2,3.7,2.9
20180217,1262,10,7.2,2.8,3,10.7,7,0.0,0,8.0,5.8,967.04,-0.3,96.71,1.3,-1.2,-1.2,eor,3.1,3.5,2.9
20180218,1262,10,7.5,1.9,3,0.0,7,0.36700000000000005,9,5.9,5.0,971.6,-1.2,89.83,1.0,-5.9,-12.7,eor,3.5,3.7,3.2
20180219,1262,10,5.1,1.5,3,0.0,7,0.0,5,6.1,3.8,965.82,-4.6,86.92,-1.7,-12.4,-16.7,eor,3.6,4.1,3.3
20180220,1262,10,3.1,1.2,3,0.2,7,0.0,5,8.0,4.3,962.17,-3.2,89.21,-1.5,-5.2,-11.6,eor,3.5,3.7,3.2
20180221,1262,10,5.7,1.8,3,0.0,0,7.05,7,6.0,4.1,964.47,-2.2,79.04,0.8,-6.9,-14.3,eor,3.6,4.1,3.1
20180222,1262,10,12.5,5.4,3,0.0,7,1.117,6,7.8,3.7,962.71,-2.6,74.0,-1.1,-4.4,-6.6,eor,3.2,3.5,2.8
20180223,1262,10,12.3,5.2,3,0.0,0,0.0,4,8.0,3.7,962.52,-2.5,72.21,-0.6,-3.8,-4.1,eor,2.8,3.0,2.5
20180224,1262,10,14.1,6.2,3,0.0,0,10.05,4,3.4,2.9,965.81,-3.2,59.92,0.1,-7.3,-8.8,eor,2.7,3.0,2.4
20180225,1262,10,11.3,4.9,3,0.0,0,10.367,4,0.7,1.9,968.67,-8.0,57.08,-4.8,-11.0,-17.3,eor,2,2.7,1.5
20180226,1262,10,8.7,3.4,3,0.0,7,5.433,4,4.7,1.8,966.49,-10.7,65.04,-8.4,-13.9,-17.1,eor,1.4,1.9,1.0
20180227,1262,10,5.1,2.3,3,0.0,0,5.617000000000001,4,6.7,1.7,962.03,-10.6,64.46,-7.5,-13.8,-18.5,eor,1.2,1.5,0.9
20180228,1262,10,12.3,4.9,3,0.0,0,9.4,4,2.6,1.8,963.01,-10.9,66.54,-7.5,-16.3,-20.2,eor,0.9,1.4,0.4
20180301,1262,10,12.2,6.7,3,0.0,0,3.95,4,6.5,2.2,953.56,-8.0,64.42,-3.7,-11.4,-12.5,eor,1,1.6,0.5
20180302,1262,10,10.3,4.2,3,0.2,7,2.667,3,6.6,3.0,945.11,-5.7,74.29,-2.4,-9.2,-10.2,eor,1.7,2.8,1.2
20180303,1262,10,7.5,2.5,3,0.3,8,2.4330000000000003,4,7.0,4.8,946.1,-1.2,85.75,2.0,-6.1,-11.4,eor,2.8,3.6,2.3
20180304,1262,10,9.6,3.3,3,0.0,6,9.2,3,4.9,5.6,948.41,1.9,80.88,7.9,-2.0,-4.1,eor,4.1,4.8,3.5
20180305,1262,10,7.5,2.5,3,0.0,6,4.183,1,7.6,5.9,945.02,2.1,82.88,6.8,-2.1,-3.6,eor,5.1,6.0,4.8
20180306,1262,10,5.7,2.1,3,0.1,6,0.0,0,7.9,5.6,940.05,0.8,85.92,3.8,-1.5,-2.5,eor,5.1,5.4,4.9
20180307,1262,10,12.9,5.7,3,0.0,6,3.417,0,6.5,6.6,946.14,5.1,75.42,9.7,1.9,0.2,eor,5.3,5.8,4.9
20180308,1262,10,11.7,5.1,3,0.0,0,7.0,0,5.8,5.5,954.58,5.7,61.83,10.5,2.1,-0.2,eor,5,5.8,4.5
20180309,1262,10,9.8,2.6,3,0.0,6,0.583,0,7.5,6.5,957.25,7.1,65.29,12.5,0.4,-0.9,eor,5.4,6.1,5.0
20180310,1262,10,4.6,1.4,3,0.5,6,0.11699999999999999,0,7.4,8.3,955.2,8.2,77.0,13.9,1.4,-1.0,eor,5.8,6.1,5.6
20180311,1262,10,10.5,2.4,3,7.2,6,2.867,0,5.9,8.5,947.48,8.3,78.67,15.8,0.0,-2.2,eor,5.8,6.0,5.6
20180312,1262,10,17.0,6.3,3,1.6,6,1.8330000000000002,0,6.3,8.9,945.73,9.0,78.33,12.8,4.5,1.2,eor,6,6.5,5.5
20180313,1262,10,18.0,9.3,3,0.4,6,6.267,0,6.2,7.0,954.1,7.5,68.13,11.4,3.7,0.4,eor,5.9,6.3,5.3
20180314,1262,10,8.6,2.9,3,0.1,6,2.517,0,5.6,6.9,958.84,4.6,82.13,8.3,-0.4,-4.7,eor,5.9,6.2,5.5
20180315,1262,10,12.9,4.8,3,1.6,6,4.667,0,5.9,6.9,948.62,4.8,81.54,11.1,-1.5,-6.2,eor,5.7,6.2,5.2
20180316,1262,10,12.9,3.4,3,0.4,8,4.167,0,6.1,7.8,949.69,6.6,80.96,11.1,-0.9,-3.3,eor,6,6.7,5.4
20180317,1262,10,11.3,3.4,3,2.3,7,0.0,0,7.4,6.1,946.09,1.1,92.04,4.2,-1.8,-4.0,eor,5.6,6.5,5.1
20180318,1262,10,12.7,6.0,3,0.8,7,0.0,0,8.0,3.8,950.18,-2.8,76.79,-0.9,-4.6,-4.3,eor,4.7,5.2,4.3
20180319,1262,10,6.2,2.1,3,1.1,7,0.0,0,8.0,3.6,955.53,-4.2,80.58,-2.3,-5.5,-6.4,eor,3.7,4.3,3.2
20180320,1262,10,7.0,2.5,3,0.7,7,6.617000000000001,2,6.9,3.4,961.66,-2.7,68.58,0.9,-7.9,-11.0,eor,3.3,3.7,2.9
20180321,1262,10,6.7,2.3,3,0.0,7,5.433,0,4.9,3.9,971.03,-0.6,67.42,2.9,-5.9,-8.0,eor,3.8,4.3,3.4
20180322,1262,10,10.8,3.9,3,0.7,8,7.433,0,5.8,4.1,965.48,-0.8,73.21,4.6,-7.0,-8.9,eor,3.9,4.5,3.4
20180323,1262,10,7.7,3.5,3,0.1,8,0.267,0,7.9,6.2,955.81,2.3,85.38,5.6,0.0,-0.1,eor,4.6,5.2,4.2
20180324,1262,10,12.9,3.5,3,0.0,0,9.333,0,4.5,5.7,950.18,3.0,77.67,8.4,-3.0,-6.3,eor,5,5.6,4.4
20180325,1262,10,7.7,1.4,3,0.0,0,11.583,0,2.5,5.3,953.71,3.6,71.25,12.5,-4.6,-7.7,eor,5.7,6.3,5.2
20180326,1262,10,5.7,1.9,3,0.3,6,1.083,0,7.1,6.2,959.69,4.7,73.13,9.3,-2.3,-4.2,eor,6,6.8,5.5
20180327,1262,10,11.5,3.3,3,1.8,6,5.317,0,6.6,6.2,961.42,5.2,71.63,9.4,2.4,-0.5,eor,5.7,5.9,5.5
20180328,1262,10,15.4,6.2,3,6.0,6,1.5,0,7.8,8.8,953.93,8.3,81.0,12.6,3.4,3.0,eor,5.9,6.7,5.6
20180329,1262,10,13.4,4.6,3,0.0,6,4.0,0,6.3,6.8,955.25,6.5,70.96,9.7,0.6,-2.4,eor,6.2,6.5,5.7
20180330,1262,10,13.5,3.7,3,0.2,6,6.0,0,4.9,7.3,951.2,6.5,77.5,13.8,-2.4,-4.5,eor,5.7,6.4,5.1
20180331,1262,10,10.1,4.4,3,0.8,6,0.2,0,7.0,7.4,947.15,6.5,76.88,9.4,4.0,2.5,eor,6.2,6.4,5.8
20180401,1262,10,19.4,7.6,3,0.9,8,2.517,0,6.3,6.8,955.72,5.6,75.17,8.8,3.6,2.2,eor,5.9,6.3,5.4
20180402,1262,10,8.7,3.0,3,0.0,6,10.8,0,4.9,6.2,959.08,7.8,61.08,14.8,-0.3,-2.9,eor,6.1,7.0,5.2
20180403,1262,10,6.7,2.5,3,0.0,0,7.917000000000001,0,6.9,7.7,955.06,13.7,51.63,20.7,4.9,2.1,eor,7.4,8.5,6.6
20180404,1262,10,17.8,3.6,3,0.0,6,9.217,0,5.9,7.9,954.35,13.3,55.79,22.5,5.2,1.9,eor,8.4,9.2,7.5
20180405,1262,10,16.8,5.9,3,2.4,8,6.7170000000000005,0,4.8,7.6,961.83,9.3,65.67,15.2,4.8,0.7,eor,8.2,9.3,7.4
20180406,1262,10,10.8,3.8,3,0.0,0,12.667,0,3.0,6.3,968.33,6.9,64.67,12.6,-1.6,-4.1,eor,7.4,8.3,6.5
20180407,1262,10,12.0,3.0,3,0.0,0,12.8,0,0.6,6.9,962.32,10.3,57.58,18.7,0.4,-5.1,eor,7.4,8.5,6.2
20180408,1262,10,6.2,2.2,3,0.0,0,12.283,0,0.3,8.4,957.35,10.7,68.17,19.8,0.1,-3.6,eor,8.2,9.6,7.1
20180409,1262,10,5.8,1.7,3,0.0,0,5.233,0,6.0,8.1,953.02,11.6,64.54,20.6,1.9,-0.3,eor,8.8,9.3,8.0
20180410,1262,10,11.5,2.5,3,0.0,6,3.217,0,6.5,9.1,951.26,11.8,65.54,17.6,2.7,-0.2,eor,7.9,8.8,7.2
20180411,1262,10,9.3,3.1,3,0.0,0,9.617,0,5.3,9.4,953.55,12.9,65.58,18.3,6.4,2.4,eor,8.7,9.6,7.7
20180412,1262,10,12.5,4.9,3,0.0,0,5.6,0,6.6,8.8,948.89,15.8,50.08,22.1,8.1,5.3,eor,8.9,9.5,8.1
20180413,1262,10,19.5,4.6,3,0.0,6,8.232999999999999,0,5.6,8.1,956.55,11.4,62.83,18.3,3.1,-0.8,eor,8.9,9.5,8.1
20180414,1262,10,7.5,1.9,3,0.0,0,11.883,0,4.1,7.7,966.62,10.9,63.83,19.1,-0.2,-2.6,eor,8.5,9.8,7.3
20180415,1262,10,6.2,1.9,3,0.2,6,3.983,0,7.2,9.2,960.12,12.1,66.58,19.0,2.6,0.3,eor,8.7,9.4,7.8
20180416,1262,10,8.2,3.2,3,2.5,6,0.45,0,7.6,12.1,962.67,12.3,84.5,16.0,6.9,4.8,eor,8.4,9.1,7.9
20180417,1262,10,6.7,1.4,3,0.0,0,11.4,0,3.0,10.3,972.67,12.8,72.38,19.7,4.4,1.4,eor,8.9,10.0,7.9
20180418,1262,10,9.3,2.4,3,0.0,0,13.033,0,0.8,9.2,978.24,13.2,66.0,21.2,2.2,-0.1,eor,9.7,10.8,8.5
20180419,1262,10,9.9,3.3,3,0.0,0,13.15,0,1.5,9.3,975.8,14.1,63.17,23.2,3.0,0.1,eor,9.9,10.9,8.7
20180420,1262,10,12.0,3.0,3,0.0,0,13.283,0,4.2,10.2,971.18,15.9,60.54,25.9,5.2,1.3,eor,10,11.1,8.6
20180421,1262,10,9.3,2.0,3,0.0,0,13.183,0,2.3,10.6,966.96,16.4,61.25,26.0,4.7,1.9,eor,10.4,11.6,9.2
20180422,1262,10,7.2,1.5,3,0.0,6,12.067,0,2.6,10.6,963.8,16.8,61.0,26.4,5.8,3.9,eor,10.9,11.9,10.0
20180423,1262,10,13.2,4.7,3,0.8,6,5.7,0,7.1,11.6,964.32,16.7,62.58,23.6,9.9,6.9,eor,11.4,12.3,10.4
20180424,1262,10,11.8,3.8,3,0.0,0,10.517000000000001,0,5.7,11.4,965.66,15.4,67.83,21.2,6.9,4.8,eor,11.6,12.5,10.6
20180425,1262,10,21.1,5.7,3,0.5,6,9.45,0,4.9,10.1,961.41,16.1,58.75,24.0,5.0,2.6,eor,11.8,12.9,10.8
20180426,1262,10,10.3,3.8,3,0.0,6,1.8330000000000002,0,7.4,8.4,965.56,11.5,62.21,14.5,4.4,1.5,eor,11.3,12.2,9.8
20180427,1262,10,10.5,3.0,3,0.0,0,13.35,0,4.4,9.1,960.97,12.1,66.29,19.9,1.2,-1.6,eor,10.1,11.8,9.0
20180428,1262,10,7.7,2.1,3,0.0,0,13.15,0,3.2,10.3,959.81,15.4,62.25,23.0,5.6,3.0,eor,11.3,12.9,10.1
20180429,1262,10,10.3,3.5,3,0.0,6,13.067,0,3.5,10.6,954.82,17.2,57.29,25.3,6.2,3.2,eor,11.9,13.0,10.7
20180430,1262,10,19.2,3.9,3,1.2,6,5.7170000000000005,0,5.6,9.3,953.86,14.5,57.04,18.5,9.8,9.2,eor,12.4,13.3,11.7
20180501,1262,10,8.6,2.4,3,0.0,0,4.283,0,6.9,8.8,960.18,11.8,64.38,16.4,7.7,6.4,eor,12.1,12.8,11.5
20180502,1262,10,7.7,2.5,3,0.0,6,3.883,-999,6.9,9.6,958.09,13.6,61.54,18.9,8.5,6.9,eor,10.9,11.8,10.3
20180503,1262,10,7.5,3.0,3,0.0,0,5.55,-999,6.5,11.2,959.93,14.6,67.46,19.7,9.4,7.7,eor,11.4,12.4,10.4
20180504,1262,10,10.5,3.5,3,0.0,6,3.0,0,6.4,12.3,964.4,15.2,71.42,20.9,11.1,9.4,eor,11.3,11.9,10.8
20180505,1262,10,11.3,4.7,3,0.0,0,10.083,0,3.4,12.4,967.71,15.9,68.71,21.5,10.8,8.9,eor,11.4,12.4,10.6
20180506,1262,10,9.8,3.8,3,0.0,0,13.75,0,0.7,9.3,968.38,16.1,54.04,22.3,10.2,5.9,eor,12.1,13.3,10.9
20180507,1262,10,12.7,4.3,3,0.0,0,13.833,0,1.5,9.0,964.89,15.6,52.83,22.8,7.1,1.6,eor,12.5,14.0,11.4
20180508,1262,10,12.3,4.7,3,0.0,0,13.767000000000001,0,2.1,8.9,958.9,16.8,48.21,22.8,8.4,1.9,eor,12.5,13.5,11.1
20180509,1262,10,9.3,2.7,3,0.0,0,12.583,0,2.4,10.0,955.23,14.8,61.88,22.5,5.2,1.9,eor,12.6,13.5,11.6
20180510,1262,10,12.9,4.1,3,0.3,6,9.867,0,4.9,10.9,959.22,15.5,64.0,22.4,8.2,3.9,eor,12.1,13.3,10.8
20180511,1262,10,9.1,3.0,3,0.0,0,8.533,0,4.3,11.4,965.87,14.1,72.21,21.0,8.6,5.9,eor,12.4,13.4,11.2
20180512,1262,10,11.3,2.2,3,0.0,0,12.732999999999999,-999,3.3,12.3,961.97,17.6,64.63,25.5,6.4,4.8,eor,12.9,14.3,11.6
20180513,1262,10,9.3,2.5,3,7.7,6,11.3,0,4.3,12.9,955.87,17.3,68.83,26.1,7.6,5.1,eor,13.7,14.4,12.9
20180514,1262,10,11.5,2.9,3,0.0,0,3.917,0,7.0,13.5,955.25,16.5,72.67,22.3,12.8,8.9,eor,14.1,15.1,13.4
20180515,1262,10,11.8,2.9,3,13.6,6,7.483,0,5.4,10.9,958.64,12.5,75.54,17.2,9.4,6.8,eor,12.6,13.8,11.9
20180516,1262,10,9.3,4.2,3,17.6,6,0.6,0,8.0,11.6,960.97,10.9,88.83,14.4,9.5,8.5,eor,11.7,12.2,11.1
20180517,1262,10,8.7,4.2,3,1.9,6,0.667,0,7.4,12.6,964.02,12.6,86.58,16.5,10.1,9.3,eor,11.4,12.2,10.7
20180518,1262,10,5.1,2.0,3,0.0,0,10.1,0,3.7,11.5,966.34,14.3,73.0,20.0,7.6,6.0,eor,12.2,13.4,11.1
20180519,1262,10,10.3,2.7,3,17.3,6,8.017000000000001,0,5.9,11.8,966.27,13.3,79.08,20.6,5.8,3.2,eor,12.3,12.9,11.5
20180520,1262,10,13.4,4.6,3,0.0,6,7.2829999999999995,0,6.8,11.5,966.32,15.7,66.92,21.1,11.5,10.6,eor,12.1,12.7,11.7
20180521,1262,10,10.1,3.2,3,1.0,6,12.35,0,2.3,11.9,962.09,17.0,62.58,23.4,9.8,6.0,eor,12.5,13.6,11.6
20180522,1262,10,10.3,2.5,3,0.0,6,11.083,0,5.5,13.0,960.51,16.3,72.04,24.2,7.7,5.5,eor,13.2,14.2,12.3
20180523,1262,10,7.0,1.9,3,2.3,6,8.367,0,6.5,14.5,964.21,18.0,72.71,24.0,11.8,9.9,eor,13.9,14.9,12.8
20180524,1262,10,6.7,1.8,3,29.4,8,2.6830000000000003,0,7.3,15.9,965.88,16.7,84.21,21.3,13.0,10.3,eor,14,14.8,12.9
20180525,1262,10,11.1,1.9,3,0.0,0,9.767000000000001,0,3.3,14.3,966.63,16.5,78.08,23.9,9.2,8.4,eor,14.2,15.6,12.7
20180526,1262,10,7.4,2.1,3,0.0,0,10.317,0,6.0,15.3,968.26,17.8,77.71,24.8,10.3,8.5,eor,14.7,16.2,13.5
20180527,1262,10,7.4,1.6,3,0.0,0,12.017000000000001,0,5.5,14.7,966.64,19.3,69.33,26.2,10.5,8.9,eor,15.3,16.4,14.2
20180528,1262,10,7.7,2.3,3,0.0,0,13.0,0,4.3,14.9,964.52,20.7,64.5,27.8,11.3,9.0,eor,16,17.6,14.3
20180529,1262,10,7.9,2.0,3,2.4,6,11.017000000000001,0,6.2,16.0,961.85,21.1,66.21,27.7,11.9,10.4,eor,16.8,17.6,16.0
20180530,1262,10,9.6,2.4,3,0.2,6,8.85,0,4.8,17.2,963.13,21.0,71.29,26.1,15.8,15.2,eor,16.8,18.0,15.2
20180531,1262,10,18.0,2.3,3,16.7,6,10.8,0,4.4,17.4,962.41,20.7,73.13,29.0,13.7,12.0,eor,16.8,17.8,15.8
20180601,1262,10,9.3,2.9,3,0.0,6,6.017,0,5.7,15.6,966.25,18.9,72.88,23.8,15.2,13.6,eor,17.1,18.0,16.1
20180602,1262,10,6.3,2.1,3,0.0,0,9.1,0,4.8,15.2,966.78,19.0,70.88,24.4,13.9,12.0,eor,17.1,17.9,16.3
20180603,1262,10,6.7,1.5,3,0.0,0,14.317,0,2.8,14.7,964.85,19.7,67.33,26.2,11.7,9.7,eor,17.2,18.1,16.3
20180604,1262,10,9.3,2.9,3,0.0,0,15.067,0,1.5,14.1,959.02,20.9,60.75,27.6,10.9,8.8,eor,18.1,19.5,16.5
20180605,1262,10,6.7,2.0,3,0.0,0,13.65,0,1.3,13.5,958.36,21.4,56.25,28.2,12.0,10.0,eor,18.4,19.4,17.0
20180606,1262,10,14.7,3.3,3,5.7,6,10.333,0,3.8,16.0,960.43,20.0,71.04,27.6,14.5,10.5,eor,18.6,19.7,17.5
20180607,1262,10,6.7,1.7,3,0.2,6,6.7170000000000005,0,6.3,17.2,962.95,18.8,80.67,25.6,12.5,11.4,eor,18.3,19.4,16.6
